FilmID,Writer,Actors,Plot,Language,Country,Awards,Poster
tt0086879,"Peter Shaffer, Zdenek Mahler","F. Murray Abraham, Tom Hulce, Elizabeth Berridge","The life, success and troubles of Wolfgang Amadeus Mozart, as told by Antonio Salieri, the contemporaneous composer who was insanely jealous of Mozart's talent and claimed to have murdered him.","English, Italian, Latin, German","United States, France",Won 8 Oscars. 43 wins & 15 nominations total,https://m.media-amazon.com/images/M/MV5BNWJlNzUzNGMtYTAwMS00ZjI2LWFmNWQtODcxNWUxODA5YmU1XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg
tt0071129,"Federico Fellini, Tonino Guerra","Magali Noël, Bruno Zanin, Pupella Maggio",A series of comedic and nostalgic vignettes set in a 1930s Italian coastal town.,"Italian, Greek, Ancient (to 1453)","Italy, France",Won 1 Oscar. 20 wins & 9 nominations total,https://m.media-amazon.com/images/M/MV5BZTlmZjEyNzEtMWEyYS00MTIzLTlmZTQtODNiNWMxMDY4MTViXkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_SX300.jpg
tt0211915,"Guillaume Laurant, Jean-Pierre Jeunet","Audrey Tautou, Mathieu Kassovitz, Rufus","Amélie is an innocent and naive girl in Paris with her own sense of justice. She decides to help those around her and, along the way, discovers love.","French, Russian, English","France, Germany",Nominated for 5 Oscars. 59 wins & 74 nominations total,https://m.media-amazon.com/images/M/MV5BNDg4NjM1YjMtYmNhZC00MjM0LWFiZmYtNGY1YjA3MzZmODc5XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg
tt0056825,Elia Kazan,"Stathis Giallelis, Frank Wolff, Elena Karam",A young Greek stops at nothing to secure a passage to America.,English,United States,Won 1 Oscar. 7 wins & 12 nominations total,https://m.media-amazon.com/images/M/MV5BNTQ3NWJiZGQtMjkwMC00MzQyLWI3YWMtNjA2NTBiYWI3Mjg2XkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_SX300.jpg
tt0075675,"Patricia Highsmith, Wim Wenders","Dennis Hopper, Bruno Ganz, Lisa Kreuzer","Tom Ripley, who deals in forged art, suggests a picture framer he knows would make a good hit man.","German, English, French","West Germany, France",6 wins & 3 nominations,https://m.media-amazon.com/images/M/MV5BOWFlZDA1YTQtMGJjYy00OTVlLTkxODUtNTgxNWNiMTZkYmExXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg
tt0069704,"George Lucas, Gloria Katz, Willard Huyck","Richard Dreyfuss, Ron Howard, Paul Le Mat",A group of teenagers in California's central valley spend one final night after their 1962 high school graduation cruising the strip with their buddies before they pursue their varying goals.,English,United States,Nominated for 5 Oscars. 9 wins & 13 nominations total,https://m.media-amazon.com/images/M/MV5BMjI5NjM5MjIyNF5BMl5BanBnXkFtZTgwNjg2MTUxMDE@._V1_SX300.jpg
tt0043278,Alan Jay Lerner,"Gene Kelly, Leslie Caron, Oscar Levant",Three friends struggle to find work in Paris. Things become more complicated when two of them fall in love with the same woman.,"English, French, German",United States,Won 6 Oscars. 10 wins & 7 nominations total,https://m.media-amazon.com/images/M/MV5BMzFkNGM0YTUtZjY5Ny00NzBkLWE1NTAtYzUxNjUyZmJlODMwL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg
tt0057840,"Paddy Chayefsky, William Bradford Huie","James Garner, Julie Andrews, Melvyn Douglas",An American Naval Officer's talent for living the good life in wartime is challenged when he falls in love and is sent on a dangerous mission.,English,United States,Nominated for 2 Oscars. 6 nominations total,https://m.media-amazon.com/images/M/MV5BYzc3MzU1MDAtNTU1NS00Y2IxLWI4MzUtYzQyZGYyYzJlNGRjXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg
tt0181288,N/A,"Mark Borchardt, Mike Schank, Tom Schimmels",Documentary about an aspiring filmmaker's attempts to finance his dream project by finally completing the low-budget horror film he abandoned years before.,English,United States,6 wins & 6 nominations,https://m.media-amazon.com/images/M/MV5BMjMxMDFhYzQtZDZmZS00ZDBjLWIzY2QtNDBiMDQ5YjBlNTk1XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg
tt0245712,Guillermo Arriaga,"Emilio Echevarría, Gael García Bernal, Goya Toledo","A horrific car accident connects three stories, each involving characters dealing with loss, regret, and life's harsh realities, all in the name of love.",Spanish,Mexico,Nominated for 1 Oscar. 55 wins & 25 nominations total,https://m.media-amazon.com/images/M/MV5BMjQxMWJhMzMtMzllZi00NzMwLTllYjktNTcwZmU4ZmU3NTA0XkEyXkFqcGdeQXVyMTAzMDM4MjM0._V1_SX300.jpg
tt0048947,"Arthur Laurents, Marcelle Maurette, Guy Bolton","Ingrid Bergman, Yul Brynner, Helen Hayes","An opportunistic businessman tries to pass off a mysterious impostor as the Grand Duchess Anastasia, and she is so convincing that even the biggest skeptics believe her.","English, French",United States,Won 1 Oscar. 7 wins & 6 nominations total,https://m.media-amazon.com/images/M/MV5BNWYzNzM2NGItZmFiZS00MGI2LWJlYmItOWNmOTllZjRiNmY0XkEyXkFqcGdeQXVyNjUwMzI2NzU@._V1_SX300.jpg
tt0052561,"Wendell Mayes, John D. Voelker","James Stewart, Lee Remick, Ben Gazzara","An upstate Michigan lawyer defends a soldier who claims he killed an innkeeper due to temporary insanity after the victim raped his wife. What is the truth, and will he win his case?",English,United States,Nominated for 7 Oscars. 12 wins & 19 nominations total,https://m.media-amazon.com/images/M/MV5BMzM0MzE2ZTAtZTBjZS00MTk5LTg5OTEtNjNmYmQ5NzU2OTUyXkEyXkFqcGdeQXVyNDY2MTk1ODk@._V1_SX300.jpg
tt0053602,"Richard Gregson, Michael Craig, Bryan Forbes","Richard Attenborough, Pier Angeli, Michael Craig",A young factory worker decides to stand up against his workmates and fellow union members when they want to hold a wildcat strike.,English,United Kingdom,Nominated for 1 Oscar. 6 wins & 6 nominations total,https://m.media-amazon.com/images/M/MV5BYmYzMjk4MzUtZWRhYS00NzkyLWJlOGItNmE4N2ZjYmYwOWY1XkEyXkFqcGdeQXVyNjc0MzMzNjA@._V1_SX300.jpg
tt0038303,"Talbot Jennings, Sally Benson, Margaret Landon","Irene Dunne, Rex Harrison, Linda Darnell","In 1862, a young Englishwoman becomes royal tutor in Siam and befriends the King.",English,United States,Won 2 Oscars. 3 wins & 5 nominations total,https://m.media-amazon.com/images/M/MV5BZDA3Yzc5NGMtN2ExMC00ZTI1LWJjNzgtNTU1NjNmZjQ3NmIxXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg
tt0020641,"Frances Marion, Eugene O'Neill","Greta Garbo, Charles Bickford, George F. Marion","A young woman reunites with her estranged father and falls in love with a sailor, but struggles to tell them about her dark past.",English,United States,Nominated for 3 Oscars. 1 win & 3 nominations total,https://m.media-amazon.com/images/M/MV5BMTUyNDA5MTY0M15BMl5BanBnXkFtZTgwMzA1NDIwMjE@._V1_SX300.jpg
tt0075686,"Woody Allen, Marshall Brickman","Woody Allen, Diane Keaton, Tony Roberts","Alvy Singer, a divorced Jewish comedian, reflects on his relationship with ex-lover Annie Hall, an aspiring nightclub singer, which ended abruptly just like his previous marriages.","English, German",United States,Won 4 Oscars. 31 wins & 8 nominations total,https://m.media-amazon.com/images/M/MV5BZDg1OGQ4YzgtM2Y2NS00NjA3LWFjYTctMDRlMDI3NWE1OTUyXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg
tt0053604,"Billy Wilder, I.A.L. Diamond","Jack Lemmon, Shirley MacLaine, Fred MacMurray","A Manhattan insurance clerk tries to rise in his company by letting its executives use his apartment for trysts, but complications and a romance of his own ensue.",English,United States,Won 5 Oscars. 24 wins & 8 nominations total,https://m.media-amazon.com/images/M/MV5BNzkwODFjNzItMmMwNi00MTU5LWE2MzktM2M4ZDczZGM1MmViXkEyXkFqcGdeQXVyNDY2MTk1ODk@._V1_SX300.jpg
tt0078788,"John Milius, Francis Ford Coppola, Michael Herr","Martin Sheen, Marlon Brando, Robert Duvall",A U.S. Army officer serving in Vietnam is tasked with assassinating a renegade Special Forces Colonel who sees himself as a god.,"English, French, Vietnamese",United States,Won 2 Oscars. 21 wins & 33 nominations total,https://m.media-amazon.com/images/M/MV5BMDdhODg0MjYtYzBiOS00ZmI5LWEwZGYtZDEyNDU4MmQyNzFkXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg
tt0112384,"Jim Lovell, Jeffrey Kluger, William Broyles Jr.","Tom Hanks, Bill Paxton, Kevin Bacon",NASA must devise a strategy to return Apollo 13 to Earth safely after the spacecraft undergoes massive internal damage putting the lives of the three astronauts on board in jeopardy.,English,United States,Won 2 Oscars. 28 wins & 59 nominations total,https://m.media-amazon.com/images/M/MV5BNjEzYjJmNzgtNDkwNy00MTQ4LTlmMWMtNzA4YjE2NjI0ZDg4XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg
tt0118632,Robert Duvall,"Robert Duvall, Todd Allen, Paul Bagget","After his happy life spins out of control, a preacher from Texas changes his name, goes to Louisiana and starts preaching on the radio.",English,United States,Nominated for 1 Oscar. 13 wins & 8 nominations total,https://m.media-amazon.com/images/M/MV5BNGRkMDZlNGUtMzVmMC00Y2UyLTg0YTYtMjAzZmQ2NmQyNjg1XkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_SX300.jpg
tt0085180,"Lev Tolstoy, Robert Bresson","Christian Patey, Sylvie Van den Elsen, Michel Briguet",A forged 500-franc note is passed from person to person until carelessness leads to tragedy.,"French, Latin","France, Switzerland",3 wins & 3 nominations,https://m.media-amazon.com/images/M/MV5BYjdkM2MyN2ItMDVhNC00OWEwLWI5YzUtNjdiNzBkMGJkMTJiXkEyXkFqcGdeQXVyODU4MzMxNDg@._V1_SX300.jpg
tt0052080,"Jerzy Andrzejewski, Andrzej Wajda","Zbigniew Cybulski, Ewa Krzyzewska, Waclaw Zastrzezynski","As WWII and the German occupation ends, the Polish resistance and the Russian forces turn on each other in an attempt to take over leadership in Communist Poland.",Polish,Poland,Nominated for 2 BAFTA Film 1 win & 2 nominations total,https://m.media-amazon.com/images/M/MV5BOWY3NmI0MmQtYTI0MC00OTkxLThmYTYtMTc1MWQ3NWFiYmY3L2ltYWdlXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_SX300.jpg
tt0042208,"Ben Maddow, John Huston, W.R. Burnett","Sterling Hayden, Louis Calhern, Jean Hagen","A major heist goes off as planned, but then double crosses, bad luck and solid police work cause everything to unravel.","English, German",United States,Nominated for 4 Oscars. 5 wins & 14 nominations total,https://m.media-amazon.com/images/M/MV5BNWYxNWZjZmEtOTk1Ny00ZWE0LWI1YjAtZmQ0ZjM4OGUwNmJjXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg
tt0024844,"Jean Guinée, Albert Riéra, Jean Vigo","Dita Parlo, Jean Dasté, Gilles Margaritis",Newly married couple Juliette and a ship captain Jean struggle through marriage as they travel on the L'atalante along with the captain's first mate Le père Jules and a cabin boy.,"French, Russian",France,1 nomination,https://m.media-amazon.com/images/M/MV5BMGRkOTA2NjYtMDEyOC00MWUxLTkzMjctZmU0MjVjZTQ1MjZlXkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_SX300.jpg
tt0080388,John Guare,"Burt Lancaster, Susan Sarandon, Kate Reid","In a corrupt city, a small-time gangster and the estranged wife of a pot dealer find themselves thrown together in an escapade of love, money, drugs and danger.","English, French","France, Canada",Nominated for 5 Oscars. 25 wins & 22 nominations total,https://m.media-amazon.com/images/M/MV5BYThhZmI4ZjYtYzZlZS00NWRlLWJkZmMtNGVlMzIyNmE1ZjU1XkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_SX300.jpg
tt0092593,Louis Malle,"Gaspard Manesse, Raphael Fejtö, Francine Racette","A French boarding school run by priests seems to be a haven from World War II until a new student arrives. Occupying the next bed in the dormitory to the top student in his class, the two young boys begin to form a bond.","French, German, English, Greek, Latin","France, West Germany, Italy",Nominated for 2 Oscars. 28 wins & 13 nominations total,https://m.media-amazon.com/images/M/MV5BZmYxOTA5YTEtNDY3Ni00YTE5LWE1MTgtYjc4ZWUxNWY3ZTkxXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_SX300.jpg
tt0053619,"Michelangelo Antonioni, Elio Bartolini, Tonino Guerra","Gabriele Ferzetti, Monica Vitti, Lea Massari","A woman disappears during a Mediterranean boating trip. During the search, her lover and her best friend become attracted to each other.","Italian, English, Greek","Italy, France",Nominated for 2 BAFTA Film 6 wins & 10 nominations total,https://m.media-amazon.com/images/M/MV5BZDFlODBmZTYtMWU4MS00MzY4LWFmYzYtYzAzZmU1MGUzMDE5XkEyXkFqcGdeQXVyNTc1NDM0NDU@._V1_SX300.jpg
tt0028597,"Viña Delmar, Arthur Richman, Sidney Buchman","Irene Dunne, Cary Grant, Ralph Bellamy","A married couple file an amicable divorce, but find it harder to let go of each other than they initially thought.","English, French, Italian",United States,Won 1 Oscar. 3 wins & 5 nominations total,https://m.media-amazon.com/images/M/MV5BNzMwMTU0MTk2Nl5BMl5BanBnXkFtZTgwMTUyMjkzMjE@._V1_SX300.jpg
tt0092603,"Karen Blixen, Gabriel Axel","Stéphane Audran, Bodil Kjer, Birgitte Federspiel","During the late 19th century, a strict religious community in a Danish village takes in a French refugee from the Franco-Prussian War as a servant to the late pastor's daughters.","Danish, French, Swedish, Italian, English",Denmark,Won 1 Oscar. 12 wins & 9 nominations total,https://m.media-amazon.com/images/M/MV5BZWVjOWMzYTctOTUxYi00YTVkLWEwNjEtM2Q1NTg0MjhlMzIwL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMjgyNjk3MzE@._V1_SX300.jpg
tt0048973,Tennessee Williams,"Karl Malden, Carroll Baker, Eli Wallach",An immature child bride holds her anxious husband at bay while flirting with an amorous Sicilian farmer.,"English, Italian",United States,Nominated for 4 Oscars. 3 wins & 13 nominations total,https://m.media-amazon.com/images/M/MV5BMTg1ZjZiZjQtNjczOS00ZTI4LTlkY2ItZDE1YWU0ZmVkNTA2XkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_SX300.jpg
tt0088763,"Robert Zemeckis, Bob Gale","Michael J. Fox, Christopher Lloyd, Lea Thompson","Marty McFly, a 17-year-old high school student, is accidentally sent thirty years into the past in a time-traveling DeLorean invented by his close friend, the eccentric scientist Doc Brown.",English,United States,Won 1 Oscar. 22 wins & 25 nominations total,https://m.media-amazon.com/images/M/MV5BZmU0M2Y1OGUtZjIxNi00ZjBkLTg1MjgtOWIyNThiZWIwYjRiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
tt0044391,"Charles Schnee, George Bradshaw","Lana Turner, Kirk Douglas, Walter Pidgeon","An unscrupulous movie producer uses an actress, a director and a writer to achieve success.",English,United States,Won 5 Oscars. 7 wins & 7 nominations total,https://m.media-amazon.com/images/M/MV5BODhkYzk3N2YtNjU3My00ZWJkLWE1YzMtNzBiM2E3NDJkODA1XkEyXkFqcGdeQXVyNjc0MzMzNjA@._V1_SX300.jpg
tt0047849,"Millard Kaufman, Don McGuire, Howard Breslin","Spencer Tracy, Robert Ryan, Anne Francis","A one-armed stranger comes to a tiny town possessing a terrible past they want to keep secret, by violent means if necessary.",English,United States,Nominated for 3 Oscars. 4 wins & 8 nominations total,https://m.media-amazon.com/images/M/MV5BYmYzNDcyNmEtNGJhMS00M2Y2LTgxYTEtMzM3NjljNDEyOGFjXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg
tt0069762,Terrence Malick,"Martin Sheen, Sissy Spacek, Warren Oates",An impressionable teenage girl from a dead-end town and her older greaser boyfriend embark on a killing spree in the South Dakota badlands.,"English, Spanish",United States,Nominated for 1 BAFTA Film Award4 wins & 1 nomination total,https://m.media-amazon.com/images/M/MV5BMDcxNjhiOTEtMzQ0YS00OTBhLTkxM2QtN2UyZDMzNzIzNWFlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
tt0030127,"Jean Giono, Marcel Pagnol","Raimu, Ginette Leclerc, Fernand Charpin","A small village rejoices at the arrival of a new baker. But when his young wife runs off with another man, he is unable to keep baking and the village is thrown into disarray.",French,France,3 wins,https://m.media-amazon.com/images/M/MV5BMjIwNzA3OTkzM15BMl5BanBnXkFtZTgwMzQyMDM3MjE@._V1_SX300.jpg
