"item","imdb","ia"
"http://www.wikidata.org/entity/Q622382","tt0048956","aparajito-apu-trilogy-pt.-2"
"http://www.wikidata.org/entity/Q1154209","tt0046970","father-brown-the-detective-1954-mys.-detec.-alec-guiness"
"http://www.wikidata.org/entity/Q1807931","tt0019286","StormOverAsiasilentSoviet"
"http://www.wikidata.org/entity/Q153593","tt0024966","Chapaev"
"http://www.wikidata.org/entity/Q562096","tt0021542","westfront.-1918.1930.720p.-blu-"
"http://www.wikidata.org/entity/Q779032","tt0056049","the-naked-island"
"http://www.wikidata.org/entity/Q1217953","tt0038369","blue-dahlia-1946"
"http://www.wikidata.org/entity/Q1217953","tt0038369","1946thebluedahlialadaliaazulgeorgemarshall"
"http://www.wikidata.org/entity/Q1549483","tt0065671","Uncle_Vanya_1970"
"http://www.wikidata.org/entity/Q1628022","tt0043362","15062tbv"
"http://www.wikidata.org/entity/Q2581338","tt0020451","Eisenstein-TheGeneralLine"
"http://www.wikidata.org/entity/Q2581338","tt0020451","TheGeneralLineeng"
"http://www.wikidata.org/entity/Q3283442","tt0038205","tu8843534510"
"http://www.wikidata.org/entity/Q377428","tt0047985","1955-the-desperate-hours-horas-desesperadas-william-wyler-vose"
"http://www.wikidata.org/entity/Q671940","tt0037871","TheLastChance_"
"http://www.wikidata.org/entity/Q1344526","tt0021800","dishonored_202108"
"http://www.wikidata.org/entity/Q1470370","tt0046414","Beat_the_Devil_DVD"
"http://www.wikidata.org/entity/Q1470370","tt0046414","BeatTheDevil1953"
"http://www.wikidata.org/entity/Q4817901","tt0185893","Attack-TheBattleforNewBritain"
"http://www.wikidata.org/entity/Q6232328","tt0060562","gov.ntis.ava11312vnb1"
"http://www.wikidata.org/entity/Q7685892","tt0121791","TargetForTonight4183"
"http://www.wikidata.org/entity/Q7685892","tt0121791","TARGETFORTONIGHTVideoAndAudioUpgrade"
"http://www.wikidata.org/entity/Q7734844","tt0033623","forgotten_village"
"http://www.wikidata.org/entity/Q7754019","tt0035121","TheNextofKin"
"http://www.wikidata.org/entity/Q7923343","tt0030933","TheBeachcomber"
"http://www.wikidata.org/entity/Q115512","tt0031968","the-spy-in-black-1939"
"http://www.wikidata.org/entity/Q115512","tt0031968","SpyInBlack"
"http://www.wikidata.org/entity/Q981189","tt0022685","ABillofDivorcement1932"
"http://www.wikidata.org/entity/Q1754532","tt0036506","day-of-wrath"
"http://www.wikidata.org/entity/Q2379666","tt0036152","MemphisBelle"
"http://www.wikidata.org/entity/Q2379666","tt0036152","TheMemphisBelleAStoryofaFlyingFortress"
"http://www.wikidata.org/entity/Q7785731","tt0037367","thb445465887188"
"http://www.wikidata.org/entity/Q1057756","tt0041481","HomeOfTheBrave1949"
"http://www.wikidata.org/entity/Q3203945","tt0037449","the-way-ahead"
"http://www.wikidata.org/entity/Q3203945","tt0037449","WayAhead"
"http://www.wikidata.org/entity/Q3203945","tt0037449","TheWayAhead"
"http://www.wikidata.org/entity/Q3823634","tt0042428","edge-of-doom-1950"
"http://www.wikidata.org/entity/Q3823634","tt0042428","1950-edge-of-doom-nube-de-sangre-mark-robson-vose"
"http://www.wikidata.org/entity/Q3823634","tt0042428","1950-edge-of-doom-nube-de-sangre-mark-robson-vo"
"http://www.wikidata.org/entity/Q3823634","tt0042428","Edge_Of_Doom"
"http://www.wikidata.org/entity/Q6980030","tt0035112","native-land"
"http://www.wikidata.org/entity/Q7568310","tt0030774","sr845454b"
"http://www.wikidata.org/entity/Q12129859","tt0037404","TunisianVictory1944"
"http://www.wikidata.org/entity/Q123900865","tt0033811","TheLand_201505"
"http://www.wikidata.org/entity/Q2739665","tt0053579","late-autumn"
"http://www.wikidata.org/entity/Q2739665","tt0053579","late-autumn_202108"
"http://www.wikidata.org/entity/Q279465","tt0025746","the-scarlet-empress"
"http://www.wikidata.org/entity/Q279465","tt0025746","asa-the-scarlet-empress-1934-a-film-directed-by-josef-von-sternberg-with-marlene"
"http://www.wikidata.org/entity/Q690583","tt0015881","Greed1924VHS"
"http://www.wikidata.org/entity/Q690583","tt0015881","silent-greed"
"http://www.wikidata.org/entity/Q700736","tt0018737","die-buchse-der-pandora-1929-1080p"
"http://www.wikidata.org/entity/Q905932","tt0009968","brokenblossoms1919"
"http://www.wikidata.org/entity/Q905932","tt0009968","BrokenBlossoms_201312"
"http://www.wikidata.org/entity/Q1024861","tt0003740","Cabiria"
"http://www.wikidata.org/entity/Q1189572","tt0056444","an-autumn-afternoon"
"http://www.wikidata.org/entity/Q2437042","tt0061847","samurai-rebellion"
"http://www.wikidata.org/entity/Q2537602","tt0045112","the-life-of-oharu"
"http://www.wikidata.org/entity/Q220394","tt0004972","dw_griffith_birth_of_a_nation"
"http://www.wikidata.org/entity/Q258830","tt0015064","Der_letzte_Mann"
"http://www.wikidata.org/entity/Q847709","tt0058888","red-beard"
"http://www.wikidata.org/entity/Q850159","tt0017925","The_General_Buster_Keaton"
"http://www.wikidata.org/entity/Q850159","tt0017925","TheGeneral_201312"
"http://www.wikidata.org/entity/Q569699","tt0020475","diary-of-a-lost-girl-1929-1527085599333"
"http://www.wikidata.org/entity/Q927919","tt0016220","ThePhantomoftheOpera"
"http://www.wikidata.org/entity/Q927919","tt0016220","ThePhantomOfTheOpera1925NewYorkGeneralReleasePrint_620"
"http://www.wikidata.org/entity/Q927919","tt0016220","ThePhantomOfTheOpera_201612"
"http://www.wikidata.org/entity/Q927919","tt0016220","el-fantasma-de-la-opera-1925-sub-espanol"
"http://www.wikidata.org/entity/Q3506227","tt0169716","CovjekKogaTrebaUbitiZo"
"http://www.wikidata.org/entity/Q4922165","tt0236843","y-2-mate.is-viento-negro-1965-pelicula-completa-hd-ry-gcr-5-is-ly-720p-1639619097354"
"http://www.wikidata.org/entity/Q192206","tt0006864","Intolerance"
"http://www.wikidata.org/entity/Q192206","tt0006864","INTOLERANCE_201407"
"http://www.wikidata.org/entity/Q1365572","tt0019421","SteamboatBillJr"
"http://www.wikidata.org/entity/Q6691970","tt0033853","LoveOnTheDole_476"
"http://www.wikidata.org/entity/Q1736026","tt0024962","The_Rise_of_Catherine_the_Great"
"http://www.wikidata.org/entity/Q3205508","tt0038289","isads9990"
"http://www.wikidata.org/entity/Q3205508","tt0038289","ISeeADarkStranger"
"http://www.wikidata.org/entity/Q7776102","tt0185016","WorldatW1942"
"http://www.wikidata.org/entity/Q2527271","tt0064703","The_Night_of_Counting_the_Years"
"http://www.wikidata.org/entity/Q2527271","tt0064703","The_Night_of_Counting_the_Years_DVD"
"http://www.wikidata.org/entity/Q1406119","tt0079845","bellocchio-1980-salto-nel-vuoto"
"http://www.wikidata.org/entity/Q602998","tt0006206","LesVampires1915DirectedByLouisFeuillade"
"http://www.wikidata.org/entity/Q602998","tt0006206","LesVampires-Episode3"
"http://www.wikidata.org/entity/Q602998","tt0006206","lesVampires1915Episode9-thePoisoner"
"http://www.wikidata.org/entity/Q1586983","tt0018839","the-docks-of-new-york"
"http://www.wikidata.org/entity/Q1586983","tt0018839","1928-the-dock-of-new-york-josef-von-sternberg-intertitulos-en-ingles-y-espanol"
"http://www.wikidata.org/entity/Q2162940","tt0040221","1949-caught-atrapados-max-ophuls-vose"
"http://www.wikidata.org/entity/Q263583","tt0051744","house_on_haunted_hill_ipod"
"http://www.wikidata.org/entity/Q263583","tt0051744","House_On_Haunted_Hill.avi"
"http://www.wikidata.org/entity/Q263583","tt0051744","HouseOnHauntedHill1959"
"http://www.wikidata.org/entity/Q263583","tt0051744","HouseOnHauntedHill-WeirdnessBadMovie"
"http://www.wikidata.org/entity/Q263583","tt0051744","HouseOnHauntedHill_201605"
"http://www.wikidata.org/entity/Q263583","tt0051744","The_House_On_Haunted_Hill"
"http://www.wikidata.org/entity/Q386620","tt0019655","asphalt-1929-restored-movie-720p-hd"
"http://www.wikidata.org/entity/Q2018199","tt0055019","shame_"
"http://www.wikidata.org/entity/Q2018199","tt0055019","Intruder6234"
"http://www.wikidata.org/entity/Q3220268","tt0045002","OutcastIslands"
"http://www.wikidata.org/entity/Q3837985","tt0020080","TheLastWarning1929PaulLeni"
"http://www.wikidata.org/entity/Q14906856","tt0040455","1948-the-hunted-jack-bernhard-vose"
